Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
6731,ACTIVE,LINCOLN,NAVIGATOR,2019.0,BLACK,Gasoline,N,"ADDIS ZEMEN, INC.",CHICAGO,IL,60626.0,,,7773Livery,Unknown
6732,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,ILUYIDUN INCORPORATED,CHICAGO,IL,60649.0,,,9788Livery,Unknown
6733,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,,,8606Livery,Unknown
6734,INACTIVE,FORD,E350,2016.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,,,895573Ambulance,Unknown
6735,RESERVED,GILLIG,PHANTOM,2015.0,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,,,22996Charter Sightseeing,Unknown
6737,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72128Livery,Unknown
6739,RESERVED,LINCOLN,NAUTILUS,2022.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,,,9014Livery,Unknown
6743,VIOLATION,NISSAN,SENTRA,2019.0,BLUE,Gasoline,N,CITY TAXI INC.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,4832Taxi,Unknown
6744,VIOLATION,TOYOTA,RAV4,2013.0,WHITE,Gasoline,N,ALOBA INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,1671Taxi,Unknown
6748,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,MYCHAUFFEURS INC,CHICAGO,IL,60659.0,,,7389Livery,Unknown
6750,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72821Livery,Unknown
6751,INACTIVE,FORD,E350,2010.0,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,DOLTON,IL,60419.0,,,797114Ambulance,Unknown
6753,INACTIVE,FORD,TRANSIT CONNECT,2015.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,,,16097Charter Sightseeing,Unknown
6754,VIOLATION,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,RENTAL BROTHERS LLC,CHICAGO,IL,60630.0,,,7176Livery,Unknown
6759,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,SALIM MAHMOOD KHAN,CHICAGO,IL,60641.0,,,70954Livery,Unknown
6760,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,AMRA ENTERPRISES INC.,CHICAGO,IL,60659.0,,,9539Livery,Unknown
6762,INACTIVE,FORD,E350,2003.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,,,5564Ambulance,Unknown
6765,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72783Livery,Unknown
6766,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,MUHAMMAD  ASIF,CHICAGO,IL,60641.0,,,71009Livery,Unknown
6769,ACTIVE,VOLVO,S90,2018.0,BLACK,Gasoline,N,TERRANCE T GRIFFIN,CHICAGO,IL,60619.0,,,7652Livery,Unknown
6773,INACTIVE,MERCEDES,SPRINTER,2013.0,BLACK,Gasoline,N,R&J BROTHERS INTERNATIONAL CULTURE EXCHANGES INC,CHICAGO,IL,60609.0,,,17005Charter Sightseeing,Unknown
6774,INACTIVE,FORD,E350,2010.0,WHITE,Gasoline,N,"SCR MEDICAL TRANSPORTATION, INC.",CHICAGO,IL,60619.0,,,8446Medicar,Unknown
6775,ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,"KEMPT, LLC",CHICAGO,IL,60626.0,,,71204Livery,Unknown
6777,ACTIVE,LINCOLN,NAVIGATOR L,2021.0,BLACK,Gasoline,N,MJ TRAVEL LLC,CHICAGO,IL,60608.0,,,7789Livery,Unknown
6778,INACTIVE,LINCOLN,NAVIGATOR,2014.0,BLACK,Gasoline,N,TOP FLEET INCORPORATED,CHICAGO,IL,60613.0,,,16490Charter Sightseeing,Unknown
6779,ACTIVE,CADILLAC,ESCALADE,2023.0,BLACK,Gasoline,N,EMPIRECHICAGO LLC,CHICAGO,IL,60631.0,,,8570Livery,Unknown
6780,RESERVED,CADILLAC,XTS,2018.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,,,9316Livery,Unknown
6781,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,XIN LU,CHICAGO,IL,60632.0,,,9427Livery,Unknown
6782,INACTIVE,FORD,EXPEDITION PLATINUM,2023.0,BLACK,Gasoline,N,YASA GLOBAL INC.,CHICAGO,IL,60646.0,,,7048Livery,Unknown
6784,RESERVED,LINCOLN,MKT,2018.0,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,CHICAGO,IL,60630.0,,,8481Livery,Unknown
6785,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71739Livery,Unknown
6788,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,(NONE) SHAIK PARVEZ,CHICAGO,IL,60645.0,,,70508Livery,Unknown
6790,RESERVED,LINCOLN,CONTINENTAL,2018.0,BLACK,Gasoline,N,RED LINE LIMOUSINE INC.,CHICAGO,IL,60641.0,,,9228Livery,Unknown
6792,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,BINIAM M MARU,CHICAGO,IL,60613.0,,,7119Livery,Unknown
6794,INACTIVE,FORD,350,2018.0,WHITE,Gasoline,N,1ST RESPONSE EMS INC.,CHICAGO,IL,60621.0,,,872533Ambulance,Unknown
6797,INACTIVE,FORD,E350,2007.0,BLACK,Gasoline,N,DIVA LIMOUSINE LTD,CHICAGO,IL,60616.0,,,10103Charter Sightseeing,Unknown
6798,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,TINLEY PARK EXPRESS INC.,CHICAGO,IL,60629.0,,,7081Livery,Unknown
6799,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,JUNTAO HOU,CHICAGO,IL,60616.0,,,8856Livery,Unknown
6800,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,"Sedan Limo Service, Inc",CHICAGO,IL,60641.0,,,9160Livery,Unknown
6801,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,CRISTIAN MIHAI CALIN,CHICAGO,IL,60626.0,,,8514Livery,Unknown
6803,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72856Livery,Unknown
6804,INACTIVE,MERCEDES,SPRINTER,2016.0,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,5675Ambulance,Unknown
6805,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71643Livery,Unknown
6806,SURRENDER,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,UNA INC,CHICAGO,IL,60656.0,,,9973Livery,Unknown
6807,ACTIVE,MERCEDES,GLE350,2021.0,BLACK,Gasoline,N,"LAXMI LIMO, INC.",CHICAGO,IL,60630.0,,,70253Livery,Unknown
6810,ACTIVE,TOYOTA,RAV4,2019.0,WHITE/BLACK/STRIPES,Gasoline,N,3412 TAXI CORP,CHICAGO,IL,60612.0,Independent1,Owner-Operator,3412Taxi,Unknown
6811,ACTIVE,MERCEDES,S500,2023.0,BLACK,Gasoline,N,CITI LIMOUSINE GROUP INC,CHICAGO,IL,60630.0,,,7086Livery,Unknown
6812,ACTIVE,FORD,TRANSIT,2023.0,BLACK,Gasoline,N,WAY TO GO LIMOUSINE INC,CHICAGO,IL,60619.0,,,24639Charter Sightseeing,Unknown
6814,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,MUDASSAR MAHAR,CHICAGO,IL,60645.0,,,70538Livery,Unknown
6815,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71433Livery,Unknown
6818,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,BLACK LEVEL LLC,CHICAGO,IL,60640.0,,,9690Livery,Unknown
6819,ACTIVE,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,SONBLAYA TRANSPORT INC.,CHICAGO,IL,60630.0,,,70083Livery,Unknown
6823,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71807Livery,Unknown
6824,INACTIVE,CADILLAC,ESCALADE ESV,2015.0,BLACK,Gasoline,N,"BRIZ LUX SERVICES, INC.",CHICAGO,IL,60629.0,,,8141Livery,Unknown
6826,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71620Livery,Unknown
6829,ACTIVE,TOYOTA,SIENNA,2019.0,BLUE/WHITE,Gasoline,Y,AFISCO CORPORATION,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5083Taxi,Unknown
6830,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71808Livery,Unknown
6831,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71707Livery,Unknown
6833,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,"MAANI, CORP.",CHICAGO,IL,60629.0,,,70363Livery,Unknown
6834,SURRENDER,TOYOTA,SIENNA,2018.0,GREEN,Gasoline,N,ORIENT TAXI INC.,CHICAGO,IL,60659.0,Independent1,Owner-Operator,2722Taxi,Unknown
6837,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,BAMYANI LIMO SERVICE INC.,CHICAGO,IL,60630.0,,,70144Livery,Unknown
6840,ACTIVE,BMW,530I,2021.0,BLACK,Gasoline,N,MUHAMMAD & SON'S LIMO CO.,CHICAGO,IL,60659.0,,,70098Livery,Unknown
6842,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71812Livery,Unknown
6843,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71329Livery,Unknown
6844,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72318Livery,Unknown
6846,ACTIVE,FORD,EXPEDITION,2021.0,BLACK,Gasoline,N,TRANS-FORCE CHICAGO INC,CHICAGO,IL,60630.0,,,9556Livery,Unknown
6849,ACTIVE,TOYOTA,RAV4,2017.0,BURGUNDY,Gasoline,N,NDIBEN INC,CHICAGO,IL,60656.0,Independent1,Owner-Operator,6748Taxi,Unknown
6853,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,AMEL ABBAD LIMO INC.,CHICAGO,IL,60630.0,,,71020Livery,Unknown
6854,ACTIVE,FORD,TRANSIT,2018.0,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467.0,,,808593Ambulance,Unknown
6858,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,GUANGMING ZHAI,CHICAGO,IL,60608.0,,,70702Livery,Unknown
6863,INACTIVE,FORD,F650,2008.0,WHITE,Gasoline,N,"ARIES CHARTER TRANSPORTATION, INC.",CHICAGO,IL,60624.0,,,11491Charter Sightseeing,Unknown
6864,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,DAX LIMOUSINE SERVICE INC,CHICAGO,IL,60606.0,,,7667Livery,Unknown
6865,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,MUNIR LIMO SERVICE INC,CHICAGO,IL,60645.0,,,7528Livery,Unknown
6866,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,,,7958Livery,Unknown
6867,ACTIVE,CHEVROLET,EXPRESS,2018.0,WHITE,Gasoline,N,ON YOUR WAY TRANSPORTATION LLC,CHICAGO,IL,60615.0,,,24627Medicar,Unknown
6868,VIOLATION,MERCEDES,GLE350,2023.0,BLACK,Gasoline,N,"VINTHOMPSON, INC",CHICAGO,IL,60604.0,,,9278Livery,Unknown
6869,VIOLATION,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,PERFECT LIMO SERVICE COMPANY,CHICAGO,IL,60630.0,,,8889Livery,Unknown
6870,INACTIVE,DODGE,JOURNEY,2018.0,BLUE,Gasoline,N,HORIZON STAR TRANSPORTATION,CHICAGO,IL,60636.0,,,19737Medicar,Unknown
6871,INACTIVE,MOVITRON,TENNER,2011.0,WHITE,Gasoline,N,INNOVA UEV LLC,CHICAGO,IL,60606.0,,,1756Jitney,Unknown
6873,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,MSNZ GLOBAL SERVICES INC,CHICAGO,IL,60659.0,,,9765Livery,Unknown
6874,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,"CHICAGO CHAUFFEURS LIMOUSINE, INC.",CHICAGO,IL,60641.0,,,71210Livery,Unknown
6878,INACTIVE,CHEVROLET,EXPRESS,2004.0,WHITE,Gasoline,N,D AND R TRANSPORTATION INC,LYNWOOD,IL,60411.0,,,5579Medicar,Unknown
6879,INACTIVE,FORD,TRANSIT,2020.0,WHITE,Gasoline,N,COMMUNITY PASTOR CARE LLC,CHICAGO,IL,60615.0,,,9330Medicar,Unknown
6880,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71962Livery,Unknown
6881,RESERVED,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,BLACK PEARL TRANSPORT INC.,CHICAGO,IL,60631.0,,,8872Livery,Unknown
6882,ACTIVE,HONDA,CRV,2018.0,GRAY,Gasoline,N,"FAITH, HOPE, LOVE, TAXI INC.",CHICAGO,IL,60660.0,Independent2,Owner Manager,1564Taxi,Unknown
6883,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,HIVE ENTERPRISE LLC,CHICAGO,IL,60630.0,,,7726Livery,Unknown
6884,VIOLATION,DODGE,GRAND CARAVAN,2015.0,WHITE,Gasoline,Y,TUFFS TRANSPORTATION LLC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner-Operator,6854Taxi,Unknown
6888,INACTIVE,FREIGHLINE,M2,2012.0,WHITE,Gasoline,N,41 LEAF CONSULTING CORP,CHICAGO,IL,60603.0,,,17965Charter Sightseeing,Unknown
6889,INACTIVE,FORD,VAN,2008.0,,Gasoline,N,"CITY WIDE TRANSPORTATION, LTD.",CHICAGO,IL,60619.0,,,6024Medicar,Unknown
6890,ACTIVE,TOYOTA,SIENNA,2023.0,YELLOW,Gasoline,Y,CLEMENT INC.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,6915Taxi,Unknown
6892,ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Gasoline,N,CHANGJIANG XU,CHICAGO,IL,60632.0,,,70877Livery,Unknown
6893,INACTIVE,FORD,F650,2008.0,WHITE,Gasoline,N,"THIRD COAST TROLLEY AND LIMO, LLC",CHICAGO,IL,60654.0,,,18701Charter Sightseeing,Unknown
6894,INACTIVE,MERCEDES,SPRINTER,2015.0,BLACK,Gasoline,N,SIGNATURE TRANSPORTATION GROUP LLC,CHICAGO,IL,60656.0,,,16648Charter Sightseeing,Unknown
6896,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,VESSIE NIKOLE,CHICAGO,IL,60656.0,,,7003Livery,Unknown
6897,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,MAKE A MEMORY LIMOUSINE INC.,CHICAGO,IL,60626.0,,,8887Livery,Unknown
6898,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,MUSTAFA M SYED,CHICAGO,IL,60659.0,,,8098Livery,Unknown
6899,ACTIVE,LINCOLN,MKT,2015.0,BLACK,Gasoline,N,ASSURANCE LIMOUSINE INC,CHICAGO,IL,60641.0,,,7265Livery,Unknown
6901,RESERVED,TOYOTA,SCION,2012.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,,,14463Medicar,Unknown
6904,SURRENDER,TOYOTA,COROLLA,2019.0,WHITE,Gasoline,N,"ZOLI, INC.",CHICAGO,IL,60631.0,Independent1,Owner-Operator,270Taxi,Unknown
6906,ACTIVE,TOYOTA,SIENNA,2018.0,YELLOW,Gasoline,N,6181 INC,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6181Taxi,Unknown
6907,INACTIVE,FORD,E350,2012.0,WHITE/BLACK/GOLD,Gasoline,N,ADVANCED CRITICAL TRANSPORT INC,BROOKFIELD,IL,60513.0,,,5542Ambulance,Unknown
6908,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,OMNI RJ L.L.C.,CHICAGO,IL,60609.0,,,8805Livery,Unknown
6909,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71502Livery,Unknown
6910,INACTIVE,FORD,TROLLEY,1995.0,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,,,7227Charter Sightseeing,Unknown
6912,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71331Livery,Unknown
6913,INACTIVE,FORD,F550,2015.0,BLACK,Gasoline,N,Inter-Continental Limo Services,CHICAGO,IL,60603.0,,,17518Charter Sightseeing,Unknown
6914,VIOLATION,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,CHICAGO SKY HIGH TRADING INC,CHICAGO,IL,60645.0,,,8662Livery,Unknown
6915,RESERVED,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,BLACK PEARL TRANSPORTATION INC,CHICAGO,IL,60620.0,,,8624Livery,Unknown
6919,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,,,8939Livery,Unknown
6920,VIOLATION,GMC,YUKON XL,2019.0,BLACK,Gasoline,N,KHALID LIMOUSINE SERVICE INC.,CHICAGO,IL,60618.0,,,7909Livery,Unknown
6922,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72695Livery,Unknown
6923,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,TAWFIQ A IHMUD,CHICAGO,IL,60634.0,,,70259Livery,Unknown
6925,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,HAYYAN LLC,CHICAGO,IL,60626.0,,,8211Livery,Unknown
6927,INACTIVE,FORD,TRANSIT BUS,2017.0,WHITE,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608.0,,,2002Charter Sightseeing,Unknown
6928,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,GLS LIMO INC.,CHICAGO,IL,60630.0,,,9912Livery,Unknown
6929,ACTIVE,MERCEDES,SPRINTER,2020.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,721532Ambulance,Unknown
6931,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,BEDIRHAN INC.,CHICAGO,IL,60656.0,,,70586Livery,Unknown
6934,INACTIVE,FORD,E150,2006.0,WHITE,Gasoline,N,Joiner Enterprises Inc,CHICAGO,IL,60649.0,,,6594Medicar,Unknown
6938,INACTIVE,FORD,ECONOLINE,2002.0,WHITE/ORANGE STRIPE/BLUE LETTERS,Gasoline,N,1ST RESPONSE EMS INC.,CHICAGO,IL,60621.0,,,5599Ambulance,Unknown
6941,ACTIVE,GMC,YUKON,2023.0,BLACK,Gasoline,N,DRAZEN STAMATOVIC,CHICAGO,IL,60610.0,,,70250Livery,Unknown
6942,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,ALMAS LIMOUSINE INC.,CHICAGO,IL,60630.0,,,9365Livery,Unknown
6944,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71463Livery,Unknown
6946,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72197Livery,Unknown
6947,INACTIVE,FORD,E350,2008.0,,Gasoline,N,PROGRESSIVE II INC.,CHICAGO,IL,60651.0,,,6666Medicar,Unknown
6948,RESERVED,FORD,E150,2013.0,WHITE,Gasoline,N,KURTZ AMBULANCE SERVICE INC,NEW LENOX,IL,60451.0,,,7425Medicar,Unknown
6949,ACTIVE,GMC,YUKON XL,2021.0,BLACK,Gasoline,N,ADAM LIMO & CHARTER INC,CHICAGO,IL,60601.0,,,7604Livery,Unknown
6950,VIOLATION,CADILLAC,ESCALADE ESV,2018.0,BLACK,Gasoline,N,HAK YOON,CHICAGO,IL,60629.0,,,9921Livery,Unknown
6951,SURRENDER,TOYOTA,SIENNA,2015.0,WHITE,Gasoline,Y,MOHAMED A HAI,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner-Operator,2945Taxi,Unknown
6952,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72354Livery,Unknown
6953,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,DUNCAN TRANSPORTATION & LIMOUSINE SERVICE INC.,CHICAGO,IL,60643.0,,,7305Livery,Unknown
6956,ACTIVE,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,ALEXD INC,CHICAGO,IL,60626.0,,,7961Livery,Unknown
6957,VIOLATION,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,294 EXPRESS LIMO SERVICE INC,CHICAGO,IL,60625.0,,,8970Livery,Unknown
6959,ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,60634.0,,,70155Livery,Unknown
6960,VIOLATION,FORD,F550,2013.0,BLACK,Gasoline,N,CHICAGO CLOUD 9 LIMO INC.,CHICAGO,IL,60626.0,,,11326Charter Sightseeing,Unknown
6962,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,AL REHMAN'S INC.,CHICAGO,IL,60645.0,,,70539Livery,Unknown
6964,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,QUADRI A-1 INC.,CHICAGO,IL,60630.0,,,70167Livery,Unknown
6965,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Gasoline,Y,RIDGEVIEW CAB CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3992Taxi,Unknown
6968,INACTIVE,FORD,VAN,2001.0,WHITE/YELLOW,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477.0,,,5409Ambulance,Unknown
6969,ACTIVE,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,AWANDIA TRANSPORTATION INC,CHICAGO,IL,60656.0,,,8023Livery,Unknown
6970,VIOLATION,GMC,YUKON,2019.0,BLACK,Gasoline,N,MISHRA INC,CHICAGO,IL,60640.0,,,8123Livery,Unknown
6971,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71955Livery,Unknown
6973,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,A2Z TRANSPORT SERVICES INC.,CHICAGO,IL,60646.0,,,71104Livery,Unknown
6975,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,MQ COACH & LIMOUSINE LLC,CHICAGO,IL,60659.0,,,7134Livery,Unknown
6977,ACTIVE,CHEVROLET,TAHOE,2021.0,BLACK,Gasoline,N,MIC LIMO LIMITED,CHICAGO,IL,60625.0,,,70598Livery,Unknown
6979,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72782Livery,Unknown
6981,ACTIVE,TOYOTA,SIENNA,2020.0,YELLOW,Gasoline,Y,PENN - J INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5762Taxi,Unknown
6983,ACTIVE,LEYLAND,CORSAIR,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,,,7073Livery,Unknown
6984,VIOLATION,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,ZARA TECHNOLOGIES INC.,CHICAGO,IL,60626.0,,,9040Livery,Unknown
6985,SURRENDER,FORD,ESCAPE,2014.0,WHITE,Gasoline,N,SKY HIGH TRADING CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,3279Taxi,Unknown
6987,INACTIVE,FORD,E250,2011.0,WHITE,Gasoline,N,"SCR MEDICAL TRANSPORTATION, INC.",CHICAGO,IL,60619.0,,,8454Medicar,Unknown
6988,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71431Livery,Unknown
6991,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,"AAF RIDER, INC.",CHICAGO,IL,60630.0,,,8180Livery,Unknown
6996,ACTIVE,LINCOLN,NAVIGATOR,2024.0,BLACK,Gasoline,N,PLANET VISA INC.,CHICAGO,IL,60634.0,,,70692Livery,Unknown
6997,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,"DV & G ENTERPRISES, INC.",CHICAGO,IL,60634.0,,,9798Livery,Unknown
6999,ACTIVE,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,,,8477Livery,Unknown
7000,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,SAMUEL BANKS JOHNSON HIGGINS,CHICAGO,IL,60616.0,,,8928Livery,Unknown
7004,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72910Livery,Unknown
7006,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,ALPHA LIMO & TAXI INC.,CHICAGO,IL,60659.0,,,70880Livery,Unknown
7009,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72294Livery,Unknown
7010,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72477Livery,Unknown
7012,ACTIVE,FORD,F53,2014.0,WHITE,Gasoline,N,WAY TO GO LIMOUSINE INC,CHICAGO,IL,60619.0,,,24608Charter Sightseeing,Unknown
7014,ACTIVE,TOYOTA,SIENNA,2017.0,WHITE,Gasoline,N,"BSB TRANS, INC.",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,3751Taxi,Unknown
7015,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71482Livery,Unknown
7016,RESERVED,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,DAVID KING COLVIN,CHICAGO,IL,60619.0,,,70230Livery,Unknown
7019,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72507Livery,Unknown
7020,INACTIVE,FORD,E350,2007.0,BLACK,Gasoline,N,TOWN & COUNTRY SYSTEMS CORP,CHICAGO,IL,60614.0,,,9694Charter Sightseeing,Unknown
7021,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,JAKOB INV INC,CHICAGO,IL,60645.0,,,70377Livery,Unknown
