Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management,Record ID,Vehicle Type
INACTIVE,FORD,T150,2015.0,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467.0,None,None,8428Medicar,Medicar
ACTIVE,LINCOLN,NAVIGATOR L,2021.0,BLACK,Gasoline,N,ZW LIMO SERVICE CORP.,CHICAGO,IL,60625.0,None,None,7411Livery,Livery
INACTIVE,MERCEDES,METRIS,2018.0,BLACK,Gasoline,N,MY TRAVEL GUY INC.,CHICAGO,IL,60616.0,None,None,21009Medicar,Medicar
INACTIVE,FORD,E350,2012.0,WHITE/RED/BLACK,Gasoline,N,1ST RESPONSE EMS INC.,CHICAGO,IL,60621.0,None,None,872515Ambulance,Ambulance
INACTIVE,CHEVROLET,G3500,2009.0,WHITE,Gasoline,N,"PRECISE AMBULANCE SERVICE, LLC.",CHICAGO RIDGE,IL,60415.0,None,None,5628Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71706Livery,Livery
ACTIVE,DODGE,GRAND CARAVAN,2020.0,BLACK,Gasoline,N,3MK TRANSPORTATION LLC,CHICAGO,IL,60644.0,None,None,9800Medicar,Medicar
ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,SIDRA 23 INC.,CHICAGO,IL,60630.0,None,None,8238Livery,Livery
ACTIVE,TOYOTA,RAV4,2019.0,BLACK,Gasoline,N,"HAMAMA TRANS, INC.",CHICAGO,IL,60625.0,Independent1,Owner-Operator,6607Taxi,Taxi
ACTIVE,BMW,740 I,2022.0,BLACK,Gasoline,N,"LIVONIA TRADE, INC.",CHICAGO,IL,60640.0,None,None,8173Livery,Livery
ACTIVE,LINCOLN,NAUTILUS,2024.0,BLACK,Gasoline,N,ADAM LIMOUSINE INC.,CHICAGO,IL,60659.0,None,None,7338Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72383Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,VITALIY SHUPOVAL,CHICAGO,IL,60634.0,None,None,7477Livery,Livery
ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,"MONIKRIS, INC",CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,6977Taxi,Taxi
INACTIVE,FREIGHLINE,S2 106,2011.0,BLACK,Gasoline,N,ELITE CHICAGO LIMO INC,CHICAGO,IL,60630.0,None,None,18766Charter Sightseeing,Charter Sightseeing
VIOLATION,LINCOLN,NAVIGATOR,2013.0,BLACK,Gasoline,N,FLAVIUS BRICI,CHICAGO,IL,60640.0,None,None,9150Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,MACLION TAXI & LIMOUSINE LLC,CHICAGO,IL,60625.0,None,None,9732Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,MAHAMED IRFAN  ABDU SHAIKH,CHICAGO,IL,60645.0,None,None,9420Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72905Livery,Livery
ACTIVE,LINCOLN,NAUTILUS,2021.0,BLACK,Gasoline,N,BRADLEYK INC.,CHICAGO,IL,60630.0,None,None,8124Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,J&S LUXURY LIMO LLC,CHICAGO,IL,60630.0,None,None,70393Livery,Livery
INACTIVE,FORD,E350,2013.0,WHITE,Gasoline,N,BUZY AS A BEAVER TRANSPORTATION INC,CHICAGO,IL,60637.0,None,None,16551Medicar,Medicar
INACTIVE,ALEXANDER,Unknown,2001.0,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,None,None,11160Charter Sightseeing,Charter Sightseeing
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72305Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2022.0,BLACK,Gasoline,N,ALAM & SONS LTD.,CHICAGO,IL,60645.0,None,None,8897Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,BULTRANSPORT INC.,CHICAGO,IL,60656.0,None,None,70613Livery,Livery
INACTIVE,FREIGHLINE,GLAVAL SYNERGY,2007.0,WHITE,Gasoline,N,Inter-Continental Limo Services,CHICAGO,IL,60603.0,None,None,16652Charter Sightseeing,Charter Sightseeing
INACTIVE,ALEXANDER,Unknown,2001.0,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,None,None,11161Charter Sightseeing,Charter Sightseeing
ACTIVE,TOYOTA,SIENNA,2022.0,WHITE,Gasoline,Y,ALL BOUNDS TAXI CORP,CHICAGO,IL,60634.0,Independent2,Owner-Operator,6538Taxi,Taxi
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71991Livery,Livery
ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,SILK WAY PREMIER INC,CHICAGO,IL,60659.0,None,None,7457Livery,Livery
INACTIVE,FREIGHTLINER,M2 106,2017.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,None,None,18323Charter Sightseeing,Charter Sightseeing
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72556Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72446Livery,Livery
ACTIVE,BMW,750 I,2021.0,BLACK,Gasoline,N,J LUX CHICAGO INC.,CHICAGO,IL,60616.0,None,None,7677Livery,Livery
SURRENDER,MERCEDES,SPRINTER,2016.0,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,721363Ambulance,Ambulance
ACTIVE,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,"DIAMOND LIMOUSINE, INC.",CHICAGO,IL,60630.0,None,None,70371Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,AMERICAN SWIFT LIMOUSINE INC,CHICAGO,IL,60630.0,None,None,71073Livery,Livery
ACTIVE,GMC,YUKON,2023.0,BLACK,Gasoline,N,"EID LIMO INC.,",CHICAGO,IL,60638.0,None,None,9895Livery,Livery
INACTIVE,MCI,102C3,1991.0,RED/WHITE/BLUE,Gasoline,N,CHICAGO SIGHT SEEING CO,CHICAGO,IL,60603.0,None,None,4629Charter Sightseeing,Charter Sightseeing
INACTIVE,FORD,E350,2017.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,895577Ambulance,Ambulance
ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,CHILUX LIMO INC.,CHICAGO,IL,60631.0,None,None,8281Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72776Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,FME LIMOUSINE INC.,CHICAGO,IL,60625.0,None,None,70512Livery,Livery
VIOLATION,TOYOTA,COROLLA,2017.0,WHITE,Gasoline,N,SAMI CAB CORP,CHICAGO,IL,60659.0,Top Cab Association,Top Cab Corp.,5462Taxi,Taxi
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72362Livery,Livery
ACTIVE,CADILLAC,ESCALADE,2024.0,BLACK,Gasoline,N,SKY LIMOUSINE SERVICES INC.,CHICAGO,IL,60645.0,None,None,70740Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,Samir Limousine Inc,CHICAGO,IL,60656.0,None,None,9562Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR,2024.0,BLACK,Gasoline,N,MJ SINGH LIMO INC.,CHICAGO,IL,60630.0,None,None,70460Livery,Livery
INACTIVE,FREIGHTLINER,SHUTTLE,2016.0,BLACK,Gasoline,N,LCW COACH LLC,CHICAGO,IL,60630.0,None,None,17253Charter Sightseeing,Charter Sightseeing
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,EURO LIMO  INC,CHICAGO,IL,60630.0,None,None,7533Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71371Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,FIVE RIVERS LIVERY CO.,CHICAGO,IL,60630.0,None,None,7948Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,KESLER LIMO INC,CHICAGO,IL,60625.0,None,None,7004Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71539Livery,Livery
INACTIVE,FORD,E350,2017.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,895576Ambulance,Ambulance
ACTIVE,TOYOTA,CAMRY,2018.0,BLUE/WHITE,Gasoline,N,J Y & S H INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4992Taxi,Taxi
ACTIVE,NISSAN,KICKS,2019.0,WHITE,Gasoline,N,NAXOS CAB CORP,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,944Taxi,Taxi
ACTIVE,TESLA,MODEL Y,2024.0,BLACK,Gasoline,N,Hairui Tan,CHICAGO,IL,60608.0,None,None,71038Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72725Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72364Livery,Livery
INACTIVE,CHEVROLET,C5500,2008.0,WHITE,Gasoline,N,METRO LIMOUSINE INC,CHICAGO,IL,60631.0,None,None,13139Charter Sightseeing,Charter Sightseeing
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72768Livery,Livery
SURRENDER,KIA,SOUL,2020.0,GRAY,Gasoline,N,CHICAGO BLACK CAB INC.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,1166Taxi,Taxi
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72743Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR,2023.0,BLACK,Gasoline,N,RICHARD M ALVARADO,CHICAGO,IL,60618.0,None,None,70218Livery,Livery
RESERVED,CADILLAC,ESCALADE,2023.0,BLACK,Gasoline,N,LE ROYAL LIMO INCORPORATED,CHICAGO,IL,60656.0,None,None,7246Livery,Livery
ACTIVE,TOYOTA,COROLLA,2016.0,WHITE/BLACK/STRIPES,Gasoline,N,AREES CAB INC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,5423Taxi,Taxi
VIOLATION,TOYOTA,SCION,2013.0,WHITE,Gasoline,N,NEW WORLD EXPRESS INC,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,4945Taxi,Taxi
ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,"GALAXY LIMOUSINE, INC.",CHICAGO,IL,60631.0,None,None,8831Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71811Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72564Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,None,None,6849Taxi,Taxi
VIOLATION,MERCEDES,BENZ,2019.0,BLACK,Gasoline,N,RHM TRANSPORTATION INC.,CHICAGO,IL,60618.0,None,None,7132Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72321Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72981Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2022.0,BLACK,Gasoline,N,LIMO INVESTMENT GROUP INC,CHICAGO,IL,60630.0,None,None,9161Livery,Livery
INACTIVE,FORD,VAN,2001.0,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,5503Ambulance,Ambulance
ACTIVE,VOLVO,XC90,2023.0,BLACK,Gasoline,N,YUTRH INC.,CHICAGO,IL,60608.0,None,None,70764Livery,Livery
INACTIVE,MERCEDES,SPRINTER,2013.0,BLACK,Gasoline,N,DISTINCTIVE SERVICES & TRANSPORTATION INC,CHICAGO,IL,60630.0,None,None,154247Charter Sightseeing,Charter Sightseeing
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,"ASH TRAVELLERS, INC",CHICAGO,IL,60641.0,None,None,8954Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,TOWER AMBULANCE,CHICAGO,IL,60630.0,None,None,5030Ambulance,Ambulance
ACTIVE,LINCOLN,NAVIGATOR L,2021.0,BLACK,Gasoline,N,LUIS CABRERA-TITO,CHICAGO,IL,60639.0,None,None,7020Livery,Livery
INACTIVE,DODGE,CARAVAN,2016.0,BLACK,Gasoline,N,URBAN MEDICAL TRANSPORT INC.,CHICAGO,IL,60653.0,None,None,18334Medicar,Medicar
RESERVED,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,MISTE LOGISTICS INC.,CHICAGO,IL,60630.0,None,None,70020Livery,Livery
SURRENDER,TOYOTA,SCION,2013.0,WHITE,Gasoline,N,CLODOMY SOUFFRANT,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner-Operator,1155Taxi,Taxi
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71455Livery,Livery
ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,D. H. CAB CO.,CHICAGO,IL,60630.0,None,None,70520Livery,Livery
ACTIVE,LINCOLN,MKT,2019.0,BLACK,Gasoline,N,KHAN GHULAMJILANI,CHICAGO,IL,60637.0,None,None,7955Livery,Livery
ACTIVE,DODGE,CARAVAN,2015.0,GRAY,Gasoline,N,C & L TRANSPORTATION SERVICE LLC,CHICAGO,IL,60636.0,None,None,20972Medicar,Medicar
VIOLATION,TOYOTA,SIENNA,2018.0,WHITE,Gasoline,Y,MYKONOS CAB CORP.,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,4774Taxi,Taxi
VIOLATION,NISSAN,SENTRA,2019.0,WHITE,Gasoline,N,KALAVRITA CAB CORP,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,4940Taxi,Taxi
VIOLATION,TOYOTA,SIENNA,2018.0,WHITE,Gasoline,Y,MYKONOS CAB CORP.,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,5959Taxi,Taxi
ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,CHEEMAS CORPORATION,CHICAGO,IL,60659.0,None,None,71266Livery,Livery
INACTIVE,FORD,E250,2008.0,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,CHICAGO,IL,60641.0,None,None,6642Medicar,Medicar
ACTIVE,GMC,YUKON,2022.0,BLACK,Gasoline,N,DTCB LLC,CHICAGO,IL,60624.0,None,None,70916Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71386Livery,Livery
INACTIVE,FORD,E350,2012.0,WHITE/RED/BLACK,Gasoline,N,1ST RESPONSE EMS INC.,CHICAGO,IL,60621.0,None,None,872517Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,None,None,5675Taxi,Taxi
RESERVED,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,MAX LIMOUSINE INC,CHICAGO,IL,60630.0,None,None,9269Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72184Livery,Livery
VIOLATION,DODGE,GRAND CARAVAN,2008.0,WHITE,Gasoline,Y,MALYN CAB CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner-Operator,6720Taxi,Taxi
RESERVED,FORD,E450,2014.0,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467.0,None,None,808543Ambulance,Ambulance
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,CHICAGO,IL,60656.0,None,None,7663Livery,Livery
ACTIVE,TOYOTA,SIENNA,2019.0,WHITE/BLUE/STRIPES,Gasoline,Y,AIAI TAXI INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner Manager,807Taxi,Taxi
ACTIVE,GMC,YUKON,2022.0,BLACK,Gasoline,N,ABEL RIOJA,CHICAGO,IL,60707.0,None,None,7782Livery,Livery
INACTIVE,CHEVROLET,UPLANDER,2008.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,None,None,10611Charter Sightseeing,Charter Sightseeing
INACTIVE,FORD,E350,2008.0,Unknown,Gasoline,N,Joiner Enterprises Inc,CHICAGO,IL,60649.0,None,None,6621Medicar,Medicar
VIOLATION,TOYOTA,SCION,2012.0,WHITE,Gasoline,N,KARBALA EXPRESS INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,4216Taxi,Taxi
RESERVED,LINCOLN,NAVIGATOR,2016.0,BLACK,Gasoline,N,LAL'S INC,CHICAGO,IL,60659.0,None,None,9271Livery,Livery
VIOLATION,GMC,YUKON XL,2021.0,BLACK,Gasoline,N,ALOMARI LIMO LLC,CHICAGO,IL,60656.0,None,None,8166Livery,Livery
RESERVED,TESLA,Y,2022.0,BLACK,Gasoline,N,STALSAYAK CORP,CHICAGO,IL,60625.0,None,None,9989Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,AHMED A. KASSAM,CHICAGO,IL,60659.0,None,None,7249Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,MOGOAL WORLD SERVICES LLC,CHICAGO,IL,60626.0,Independent1,None,9030Livery,Livery
INACTIVE,FORD,E350,2014.0,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467.0,None,None,808513Ambulance,Ambulance
VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,8490Medicar,Medicar
VIOLATION,VPG,MV-1,2014.0,GREEN,Gasoline,Y,LEO INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",39Taxi,Taxi
VIOLATION,LEXUS,GS350,2019.0,BLACK,Gasoline,N,"AWAN TRANSPORT, INC.",CHICAGO,IL,60645.0,None,None,70223Livery,Livery
RESERVED,FORD,E350,2016.0,WHITE,Gasoline,N,RENAISSANCE ADULT DAY SERVICES INC,CHICAGO,IL,60619.0,None,None,40001Charter Sightseeing,Charter Sightseeing
INACTIVE,ALEXANDER,Unknown,2001.0,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,None,None,11162Charter Sightseeing,Charter Sightseeing
RESERVED,MERCEDES,BENZ,2015.0,BLACK,Gasoline,N,DVN TRANSPORTATION INC.,CHICAGO,IL,60634.0,None,None,19770Charter Sightseeing,Charter Sightseeing
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,KAMEL MEDANI,CHICAGO,IL,60641.0,None,None,9151Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72580Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Gasoline,N,NEMER S ALKHAWALDEH,CHICAGO,IL,60707.0,None,None,71084Livery,Livery
VIOLATION,LINCOLN,NAVIGATOR,2019.0,BLACK,Gasoline,N,AHMED ALI,CHICAGO,IL,60645.0,None,None,9107Livery,Livery
ACTIVE,FORD,TRANSIT,2017.0,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467.0,None,None,808590Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71702Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,THREE HORSES TRAVEL CORP,CHICAGO,IL,60605.0,None,None,70568Livery,Livery
VIOLATION,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,MNA INCORPORATED,CHICAGO,IL,60656.0,None,None,7894Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72191Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR,2019.0,BLACK,Gasoline,N,S J LIMO SERVICE INC,CHICAGO,IL,60660.0,None,None,8371Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,None,None,9806Livery,Livery
ACTIVE,CADILLAC,XT6,2020.0,BLACK,Gasoline,N,A BETTER CHAUFFEUR SERVICE CORP.,CHICAGO,IL,60649.0,None,None,70462Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,Executive City Limo Inc.,CHICAGO,IL,60654.0,None,None,70685Livery,Livery
ACTIVE,KIA,FORTE LX,2020.0,WHITE,Gasoline,N,MAHS INC,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,5872Taxi,Taxi
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71930Livery,Livery
INACTIVE,FORD,E250,2008.0,BLACK,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608.0,None,None,10475Charter Sightseeing,Charter Sightseeing
INACTIVE,FORD,E350,2006.0,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,5607Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72536Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,None,None,7187Livery,Livery
INACTIVE,FORD,STARCRAFT,2016.0,BLACK,Gasoline,N,VASILEN Y NEDEV,CHICAGO,IL,60634.0,None,None,17542Charter Sightseeing,Charter Sightseeing
VIOLATION,LINCOLN,AVIATOR,2020.0,BLACK,Gasoline,N,SCOUSER BROTHERS INC.,CHICAGO,IL,60654.0,None,None,70543Livery,Livery
ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,"ALIZAH ENTERPRISE, LLC",CHICAGO,IL,60630.0,None,None,70118Livery,Livery
INACTIVE,FORD,E350,2004.0,SILVER,Gasoline,N,ALC MEDICAL TRANSPORTATION,CHICAGO,IL,60617.0,None,None,9071Medicar,Medicar
ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,HUMMUS & COMPANY,CHICAGO,IL,60608.0,None,None,70234Livery,Livery
ACTIVE,TESLA,Y,2022.0,BLACK,Gasoline,N,GABRIEL TORRES,CHICAGO,IL,60622.0,None,None,71134Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72744Livery,Livery
RESERVED,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,SKYLINE CARS & LIMOUSINE INC,CHICAGO,IL,60645.0,None,None,8786Livery,Livery
ACTIVE,TOYOTA,SIENNA,2017.0,WHITE,Gasoline,Y,HOPIN TAXI INC.,CHICAGO,IL,60630.0,Independent2,Owner-Operator,569Taxi,Taxi
VIOLATION,GMC,YUKON,2022.0,BLACK,Gasoline,N,KGN TRANSPORTATION LLC,CHICAGO,IL,60659.0,None,None,7936Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR,2021.0,BLACK,Gasoline,N,OLUWAJIDE B ELUYEMI,CHICAGO,IL,60653.0,None,None,9283Livery,Livery
INACTIVE,FORD,E350,2016.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,895574Ambulance,Ambulance
INACTIVE,MERCEDES,SPRINTER,2016.0,BLACK,Gasoline,N,WAY TO GO LIMOUSINE INC,CHICAGO,IL,60619.0,None,None,19847Charter Sightseeing,Charter Sightseeing
ACTIVE,VOLVO,S90,2021.0,BLACK,Gasoline,N,GLOBAX LIMO INC,CHICAGO,IL,60618.0,None,None,7115Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72087Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72403Livery,Livery
INACTIVE,DODGE,CARAVAN,2008.0,RED,Gasoline,N,"ASHUNTI RESIDENTIAL MANAGEMENT SYSTEMS, INC.",CHICAGO,IL,60644.0,None,None,10846Medicar,Medicar
INACTIVE,Unknown,Unknown,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,None,None,6841Taxi,Taxi
ACTIVE,FREIGHTLINER,M2,2011.0,WHITE,Gasoline,N,"EMPEROR LIMOUSINE AND PARTY BUS, LLC",CHICAGO,IL,60605.0,None,None,22962Charter Sightseeing,Charter Sightseeing
ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,"AMERICAN SPIRIT, LLC",CHICAGO,IL,60645.0,None,None,70492Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,SUFIYAN I INC,CHICAGO,IL,60634.0,None,Owner Manager,8360Livery,Livery
